id,name,pitches,pa,ab,bip,hits,singles,doubles,triples,hr,k,krate,bb,bbrate,whiffs,swings,ba,xba,obp,xobp,slg,xslg,woba,xwoba,babip,whiffrate,ev,langle,hhrate,barrels,barrelbbe,barrelpa,chaserate,krate_p,bbrate_p,xba_p,xslg_p,xwoba_p,whiffrate_p,ev_p,langle_p,hhrate_p,barrelbbe_p,chaserate_p,player_info,team_info,PlayerID,MLBAMId,MinorMasterId,age,AgeDisplayOld,Bats,Throws,Position,UPURL,MLB_FullName,MLB_ShortName,MLB_AbbName,age_days,age_p,pscore,score_p,level
690291,Jace Jung,1735,415,339,252,87,49,23,1,14,93,22.4,67,16.1,193,716,0.257,0.235,0.377,0.362,0.454,0.411,0.362,0.344,0.307,27.0,87.5,17.0,35.3,22,8.7,5.3,3.4,0.5222222222222223,0.9197530864197531,0.5518518518518518,0.7728395061728395,0.8444444444444444,0.47901234567901235,0.4444444444444444,0.7654320987654321,0.43333333333333335,0.7679012345679013,0.8814814814814815,"{'UPId': '31437', 'PlayerId': 31437, 'MLBAMId': 690291, 'MinorMasterId': 'sa3019992', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Jace Jung', 'FirstName': 'Jace', 'LastName': 'Jung', 'firstLastName': 'Jace Jung', 'NameKorean': None, 'Height': 72, 'Weight': 205, 'BirthDate': '2000-10-04T00:00:00', 'Bats': 'L', 'Throws': 'R', 'Position': '3B', 'BirthCity': '', 'College': '', 'Debut': '2024-08-16T00:00:00', 'LastGame': '2024-09-29T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/jace-jung/31437/stats?position=3B', 'HeightDisplay': '6\'0""', 'Age': 24, 'AgeToday': 24, 'AgeYears': 24, 'AgeMonths': 2, 'AgeDays': 15, 'AgeDisplayOld': '24 years, 2 months, 15 days', 'BirthDateDisplay': '10/4/2000', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '24 years, 2 months, 15 days'}","{'mlbamid': 690291, 'playerid': 31437, 'minormasterid': 'sa3019992', 'masterid': '31437', 'teamid': 6, 'minorfranchid': 320, 'transdate': '2024-08-16T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-29T00:00:00', 'lseason': 2024, 'lteamid': 6, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '31437', 'MLB_FullName': 'Detroit Tigers', 'MLB_ShortName': 'Tigers', 'MLB_AbbName': 'DET', 'MiLB_FullName': None, 'llevel1': 'MLB'}",31437.0,690291,sa3019992,24,"24 years, 2 months, 15 days",L,R,3B,/players/jace-jung/31437/stats?position=3B,Detroit Tigers,Tigers,DET,8835,0.8740740740740741,19.100137174211252,0.9037037037037037,AAA
621458,Edwin Ríos,1733,418,360,245,103,53,28,0,22,117,28.0,53,12.7,281,798,0.286,0.249,0.38,0.349,0.547,0.49,0.396,0.361,0.363,35.2,89.9,15.0,41.6,35,14.3,8.4,7.3,0.17901234567901234,0.7024691358024692,0.7444444444444445,0.9629629629629629,0.9246913580246914,0.07901234567901234,0.8691358024691358,0.6222222222222222,0.774074074074074,0.9740740740740741,0.08641975308641975,"{'UPId': '18316', 'PlayerId': 18316, 'MLBAMId': 621458, 'MinorMasterId': 'sa827170', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'edwin rios', 'FirstName': 'Edwin', 'LastName': 'Rios', 'firstLastName': 'Edwin Ríos', 'NameKorean': None, 'Height': 75, 'Weight': 220, 'BirthDate': '1994-04-21T00:00:00', 'Bats': 'L', 'Throws': 'R', 'Position': '1B/3B/DH', 'BirthCity': '', 'College': 'Florida International', 'Debut': '2019-06-27T00:00:00', 'LastGame': '2024-07-14T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2021, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/edwin-rios/18316/stats?position=1B/3B/DH', 'HeightDisplay': '6\'3""', 'Age': 31, 'AgeToday': 30, 'AgeYears': 30, 'AgeMonths': 7, 'AgeDays': 28, 'AgeDisplayOld': '30 years, 7 months, 28 days', 'BirthDateDisplay': '4/21/1994', 'DeathDateDisplay': None, 'servicetime': '3.003', 'urlHeadshot': None, 'minSeason': 2019, 'maxSeason': 2024, 'AgeDisplay': '30 years, 7 months, 28 days'}","{'mlbamid': 621458, 'playerid': 18316, 'minormasterid': 'sa827170', 'masterid': '18316', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-11-04T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 18, 'lminorfranchid': 25, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '18316', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'AAA'}",18316.0,621458,sa827170,30,"30 years, 7 months, 28 days",L,R,1B/3B/DH,/players/edwin-rios/18316/stats?position=1B/3B/DH,Free Agent,,,11188,0.12839506172839507,3.398030787989636,0.2740740740740741,AAA
694359,Niko Kavadas,1733,383,307,181,81,40,22,0,19,130,33.9,62,16.2,202,594,0.264,0.216,0.399,0.362,0.521,0.468,0.396,0.362,0.383,34.0,92.0,19.0,53.6,32,17.7,8.4,2.9,0.044444444444444446,0.9271604938271605,0.25925925925925924,0.9432098765432099,0.928395061728395,0.11604938271604938,0.9827160493827161,0.8876543209876543,0.9901234567901235,0.9950617283950617,0.9407407407407408,"{'UPId': '29782', 'PlayerId': 29782, 'MLBAMId': 694359, 'MinorMasterId': 'sa3017337', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Niko Kavadas', 'FirstName': 'Niko', 'LastName': 'Kavadas', 'firstLastName': 'Niko Kavadas', 'NameKorean': None, 'Height': 73, 'Weight': 235, 'BirthDate': '1998-10-27T00:00:00', 'Bats': 'L', 'Throws': 'R', 'Position': 'DH', 'BirthCity': '', 'College': '', 'Debut': '2024-08-16T00:00:00', 'LastGame': '2024-09-29T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/niko-kavadas/29782/stats?position=DH', 'HeightDisplay': '6\'1""', 'Age': 26, 'AgeToday': 26, 'AgeYears': 26, 'AgeMonths': 1, 'AgeDays': 22, 'AgeDisplayOld': '26 years, 1 months, 22 days', 'BirthDateDisplay': '10/27/1998', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '26 years, 1 month, 22 days'}","{'mlbamid': 694359, 'playerid': 29782, 'minormasterid': 'sa3017337', 'masterid': '29782', 'teamid': 1, 'minorfranchid': 312, 'transdate': '2024-08-16T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-29T00:00:00', 'lseason': 2024, 'lteamid': 1, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '29782', 'MLB_FullName': 'Los Angeles Angels', 'MLB_ShortName': 'Angels', 'MLB_AbbName': 'LAA', 'MiLB_FullName': None, 'llevel1': 'MLB'}",29782.0,694359,sa3017337,26,"26 years, 1 months, 22 days",L,R,DH,/players/niko-kavadas/29782/stats?position=DH,Los Angeles Angels,Angels,LAA,9542,0.6617283950617284,19.121499771376314,0.9061728395061729,AAA
695257,Billy Cook,1727,428,366,265,102,61,22,3,16,104,24.3,50,11.7,227,786,0.279,0.232,0.376,0.337,0.486,0.428,0.374,0.336,0.345,28.9,88.4,20.0,36.2,25,9.4,5.8,4.9,0.41358024691358025,0.5765432098765432,0.5123456790123457,0.8469135802469135,0.7814814814814814,0.3469135802469136,0.608641975308642,0.9222222222222223,0.4962962962962963,0.8234567901234567,0.5493827160493827,"{'UPId': '29573', 'PlayerId': 29573, 'MLBAMId': 695257, 'MinorMasterId': 'sa3017021', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Billy Cook', 'FirstName': 'Billy', 'LastName': 'Cook', 'firstLastName': 'Billy Cook', 'NameKorean': None, 'Height': 71, 'Weight': 205, 'BirthDate': '1999-01-07T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': '1B/OF', 'BirthCity': '', 'College': '', 'Debut': '2024-09-08T00:00:00', 'LastGame': '2024-09-29T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/billy-cook/29573/stats?position=1B/OF', 'HeightDisplay': '5\'11""', 'Age': 26, 'AgeToday': 25, 'AgeYears': 25, 'AgeMonths': 11, 'AgeDays': 12, 'AgeDisplayOld': '25 years, 11 months, 12 days', 'BirthDateDisplay': '1/7/1999', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '25 years, 11 months, 12 days'}","{'mlbamid': 695257, 'playerid': 29573, 'minormasterid': 'sa3017021', 'masterid': '29573', 'teamid': 27, 'minorfranchid': 327, 'transdate': '2024-09-08T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-29T00:00:00', 'lseason': 2024, 'lteamid': 27, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '29573', 'MLB_FullName': 'Pittsburgh Pirates', 'MLB_ShortName': 'Pirates', 'MLB_AbbName': 'PIT', 'MiLB_FullName': None, 'llevel1': 'MLB'}",29573.0,695257,sa3017021,25,"25 years, 11 months, 12 days",R,R,1B/OF,/players/billy-cook/29573/stats?position=1B/OF,Pittsburgh Pirates,Pirates,PIT,9467,0.691358024691358,14.733607681755826,0.8271604938271605,AAA
676632,Bligh Madris,1724,429,365,257,81,40,20,2,19,111,25.9,53,12.4,249,834,0.222,0.229,0.323,0.33,0.444,0.432,0.333,0.331,0.261,29.9,89.0,21.0,44.4,30,11.7,7.0,4.9,0.3111111111111111,0.6604938271604939,0.45555555555555555,0.8679012345679012,0.7382716049382716,0.2802469135802469,0.7037037037037037,0.9493827160493827,0.9037037037037037,0.9222222222222223,0.5493827160493827,"{'UPId': '20054', 'PlayerId': 20054, 'MLBAMId': 676632, 'MinorMasterId': 'sa3004165', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'bligh madris', 'FirstName': 'Bligh', 'LastName': 'Madris', 'firstLastName': 'Bligh Madris', 'NameKorean': None, 'Height': 72, 'Weight': 208, 'BirthDate': '1996-02-29T00:00:00', 'Bats': 'L', 'Throws': 'R', 'Position': '1B/OF', 'BirthCity': '', 'College': 'Colorado Mesa', 'Debut': '2022-06-20T00:00:00', 'LastGame': '2024-08-16T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2023, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/bligh-madris/20054/stats?position=1B/OF', 'HeightDisplay': '6\'0""', 'Age': 29, 'AgeToday': 28, 'AgeYears': 28, 'AgeMonths': 9, 'AgeDays': 21, 'AgeDisplayOld': '28 years, 9 months, 21 days', 'BirthDateDisplay': '2/29/1996', 'DeathDateDisplay': None, 'servicetime': '0.070', 'urlHeadshot': None, 'minSeason': 2022, 'maxSeason': 2024, 'AgeDisplay': '28 years, 9 months, 21 days'}","{'mlbamid': 676632, 'playerid': 20054, 'minormasterid': 'sa3004165', 'masterid': '20054', 'teamid': 6, 'minorfranchid': 6, 'transdate': '2024-11-08T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 6, 'lminorfranchid': 6, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '20054', 'MLB_FullName': 'Detroit Tigers', 'MLB_ShortName': 'Tigers', 'MLB_AbbName': 'DET', 'MiLB_FullName': None, 'llevel1': 'AAA'}",20054.0,676632,sa3004165,28,"28 years, 9 months, 21 days",L,R,1B/OF,/players/bligh-madris/20054/stats?position=1B/OF,Detroit Tigers,Tigers,DET,10511,0.2641975308641975,6.287575064776711,0.45925925925925926,AAA
665052,Griffin Conine,1723,437,385,258,103,62,21,1,19,129,29.5,47,10.8,304,847,0.268,0.244,0.35,0.33,0.475,0.448,0.357,0.338,0.351,35.9,89.9,10.0,42.6,28,10.9,6.4,5.0,0.13209876543209875,0.47160493827160493,0.6851851851851852,0.8987654320987655,0.7962962962962963,0.06296296296296296,0.8691358024691358,0.23950617283950618,0.8222222222222222,0.8938271604938272,0.5209876543209877,"{'UPId': '21626', 'PlayerId': 21626, 'MLBAMId': 665052, 'MinorMasterId': 'sa876060', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Griffin Conine', 'FirstName': 'Griffin', 'LastName': 'Conine', 'firstLastName': 'Griffin Conine', 'NameKorean': None, 'Height': 73, 'Weight': 210, 'BirthDate': '1997-07-11T00:00:00', 'Bats': 'L', 'Throws': 'R', 'Position': 'OF', 'BirthCity': '', 'College': 'Duke', 'Debut': '2024-08-26T00:00:00', 'LastGame': '2024-09-29T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/griffin-conine/21626/stats?position=OF', 'HeightDisplay': '6\'1""', 'Age': 27, 'AgeToday': 27, 'AgeYears': 27, 'AgeMonths': 5, 'AgeDays': 8, 'AgeDisplayOld': '27 years, 5 months, 8 days', 'BirthDateDisplay': '7/11/1997', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '27 years, 5 months, 8 days'}","{'mlbamid': 665052, 'playerid': 21626, 'minormasterid': 'sa876060', 'masterid': '21626', 'teamid': 20, 'minorfranchid': 339, 'transdate': '2024-08-26T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-29T00:00:00', 'lseason': 2024, 'lteamid': 20, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '21626', 'MLB_FullName': 'Miami Marlins', 'MLB_ShortName': 'Marlins', 'MLB_AbbName': 'MIA', 'MiLB_FullName': None, 'llevel1': 'MLB'}",21626.0,665052,sa876060,27,"27 years, 5 months, 8 days",L,R,OF,/players/griffin-conine/21626/stats?position=OF,Miami Marlins,Marlins,MIA,10013,0.4617283950617284,11.060960219478737,0.7283950617283951,AAA
681393,Connor Norby,1723,440,379,260,111,69,24,1,17,123,28.0,53,12.0,263,883,0.293,0.242,0.382,0.339,0.496,0.414,0.379,0.331,0.387,29.8,87.7,15.0,33.5,26,10.0,5.9,6.8,0.17901234567901234,0.6197530864197531,0.6493827160493827,0.7839506172839507,0.7382716049382716,0.29259259259259257,0.48518518518518516,0.6222222222222222,0.3691358024691358,0.854320987654321,0.13333333333333333,"{'UPId': '29592', 'PlayerId': 29592, 'MLBAMId': 681393, 'MinorMasterId': 'sa3017019', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Connor Norby', 'FirstName': 'Connor', 'LastName': 'Norby', 'firstLastName': 'Connor Norby', 'NameKorean': None, 'Height': 70, 'Weight': 180, 'BirthDate': '2000-06-08T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': '2B/3B', 'BirthCity': '', 'College': '', 'Debut': '2024-06-03T00:00:00', 'LastGame': '2024-09-29T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/connor-norby/29592/stats?position=2B/3B', 'HeightDisplay': '5\'10""', 'Age': 25, 'AgeToday': 24, 'AgeYears': 24, 'AgeMonths': 6, 'AgeDays': 11, 'AgeDisplayOld': '24 years, 6 months, 11 days', 'BirthDateDisplay': '6/8/2000', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '24 years, 6 months, 11 days'}","{'mlbamid': 681393, 'playerid': 29592, 'minormasterid': 'sa3017019', 'masterid': '29592', 'teamid': 20, 'minorfranchid': 339, 'transdate': '2024-08-19T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-29T00:00:00', 'lseason': 2024, 'lteamid': 20, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '29592', 'MLB_FullName': 'Miami Marlins', 'MLB_ShortName': 'Marlins', 'MLB_AbbName': 'MIA', 'MiLB_FullName': None, 'llevel1': 'MLB'}",29592.0,681393,sa3017019,24,"24 years, 6 months, 11 days",R,R,2B/3B,/players/connor-norby/29592/stats?position=2B/3B,Miami Marlins,Marlins,MIA,8951,0.8469135802469135,16.39980185947264,0.8740740740740741,AAA
642197,Jamie Westbrook,1714,424,358,292,99,62,24,1,12,72,17.0,47,11.1,157,784,0.277,0.252,0.368,0.349,0.45,0.395,0.356,0.331,0.311,20.0,86.8,11.0,32.5,22,7.5,5.2,6.3,0.8345679012345679,0.5209876543209877,0.7802469135802469,0.691358024691358,0.7382716049382716,0.837037037037037,0.32592592592592595,0.30987654320987656,0.3234567901234568,0.6395061728395062,0.2234567901234568,"{'UPId': '15504', 'PlayerId': 15504, 'MLBAMId': 642197, 'MinorMasterId': 'sa737824', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'jamie westbrook', 'FirstName': 'Jamie', 'LastName': 'Westbrook', 'firstLastName': 'Jamie Westbrook', 'NameKorean': None, 'Height': 67, 'Weight': 193, 'BirthDate': '1995-06-18T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': '2B', 'BirthCity': '', 'College': '', 'Debut': '2024-06-02T00:00:00', 'LastGame': '2024-07-29T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/jamie-westbrook/15504/stats?position=2B', 'HeightDisplay': '5\'7""', 'Age': 30, 'AgeToday': 29, 'AgeYears': 29, 'AgeMonths': 6, 'AgeDays': 1, 'AgeDisplayOld': '29 years, 6 months, 1 days', 'BirthDateDisplay': '6/18/1995', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '29 years, 6 months, 1 day'}","{'mlbamid': 642197, 'playerid': 15504, 'minormasterid': 'sa737824', 'masterid': '15504', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-11-04T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-09-21T00:00:00', 'lseason': 2024, 'lteamid': 3, 'lminorfranchid': 28, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '15504', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'AAA'}",15504.0,642197,sa737824,29,"29 years, 6 months, 1 days",R,R,2B,/players/jamie-westbrook/15504/stats?position=2B,Free Agent,,,10766,0.19382716049382717,3.471181222374638,0.2765432098765432,AAA
663536,Tristin English,1711,478,433,341,114,78,18,2,16,95,19.9,32,6.7,220,937,0.263,0.244,0.326,0.311,0.425,0.392,0.328,0.31,0.302,23.5,89.2,11.0,37.2,20,5.9,4.2,8.2,0.674074074074074,0.08518518518518518,0.6851851851851852,0.6777777777777778,0.519753086419753,0.674074074074074,0.7407407407407407,0.30987654320987656,0.5679012345679012,0.49382716049382713,0.050617283950617285,"{'UPId': 'sa876328', 'PlayerId': None, 'MLBAMId': 663536, 'MinorMasterId': 'sa876328', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'tristin english', 'FirstName': 'Tristin', 'LastName': 'English', 'firstLastName': 'Tristin English', 'NameKorean': None, 'Height': 74, 'Weight': 208, 'BirthDate': '1997-05-14T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': '1B/3B/OF', 'BirthCity': 'Stockbridge', 'College': 'Georgia Tech', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/tristin-english/sa876328/stats?position=1B/3B/OF', 'HeightDisplay': '6\'2""', 'Age': 28, 'AgeToday': 27, 'AgeYears': 27, 'AgeMonths': 7, 'AgeDays': 6, 'AgeDisplayOld': '27 years, 7 months, 6 days', 'BirthDateDisplay': '5/14/1997', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '27 years, 7 months, 6 days'}","{'mlbamid': 663536, 'playerid': None, 'minormasterid': 'sa876328', 'masterid': 'sa876328', 'teamid': 15, 'minorfranchid': 18, 'transdate': '2024-08-30T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 15, 'lminorfranchid': 18, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa876328', 'MLB_FullName': 'Arizona Diamondbacks', 'MLB_ShortName': 'Diamondbacks', 'MLB_AbbName': 'ARI', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,663536,sa876328,27,"27 years, 7 months, 6 days",R,R,1B/3B/OF,/players/tristin-english/sa876328/stats?position=1B/3B/OF,Arizona Diamondbacks,Diamondbacks,ARI,10071,0.4271604938271605,7.181569882639841,0.5111111111111111,AAA
680810,Quincy Hamilton,1707,406,346,255,85,44,21,5,15,94,23.2,54,13.3,195,777,0.246,0.193,0.35,0.308,0.465,0.32,0.353,0.287,0.292,25.1,87.8,15.0,37.6,17,6.7,4.2,5.2,0.4765432098765432,0.7691358024691358,0.06419753086419754,0.24074074074074073,0.2271604938271605,0.5962962962962963,0.5098765432098765,0.6222222222222222,0.5839506172839506,0.5814814814814815,0.4617283950617284,"{'UPId': 'sa3017215', 'PlayerId': None, 'MLBAMId': 680810, 'MinorMasterId': 'sa3017215', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Quincy Hamilton', 'FirstName': 'Quincy', 'LastName': 'Hamilton', 'firstLastName': 'Quincy Hamilton', 'NameKorean': None, 'Height': 69, 'Weight': 190, 'BirthDate': '1998-06-12T00:00:00', 'Bats': 'L', 'Throws': 'L', 'Position': 'OF', 'BirthCity': 'Anchorage', 'College': 'Wright State', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/quincy-hamilton/sa3017215/stats?position=OF', 'HeightDisplay': '5\'9""', 'Age': 27, 'AgeToday': 26, 'AgeYears': 26, 'AgeMonths': 6, 'AgeDays': 7, 'AgeDisplayOld': '26 years, 6 months, 7 days', 'BirthDateDisplay': '6/12/1998', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '26 years, 6 months, 7 days'}","{'mlbamid': 680810, 'playerid': None, 'minormasterid': 'sa3017215', 'masterid': 'sa3017215', 'teamid': 21, 'minorfranchid': 14, 'transdate': '2024-09-12T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 21, 'lminorfranchid': 14, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3017215', 'MLB_FullName': 'Houston Astros', 'MLB_ShortName': 'Astros', 'MLB_AbbName': 'HOU', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,680810,sa3017215,26,"26 years, 6 months, 7 days",L,L,OF,/players/quincy-hamilton/sa3017215/stats?position=OF,Houston Astros,Astros,HOU,9677,0.5975308641975309,9.030830666057005,0.6123456790123457,AAA
665953,Andrés Chaparro,1705,454,401,321,132,81,27,1,23,82,18.1,47,10.4,238,897,0.329,0.29,0.403,0.368,0.574,0.481,0.417,0.368,0.366,26.5,89.9,15.0,45.2,29,9.0,6.4,6.6,0.7851851851851852,0.42098765432098767,0.980246913580247,0.9469135802469136,0.9506172839506173,0.508641975308642,0.8691358024691358,0.6222222222222222,0.9259259259259259,0.7962962962962963,0.16790123456790124,"{'UPId': '21797', 'PlayerId': 21797, 'MLBAMId': 665953, 'MinorMasterId': 'sa916976', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'andres chaparro', 'FirstName': 'Andres', 'LastName': 'Chaparro', 'firstLastName': 'Andrés Chaparro', 'NameKorean': None, 'Height': 71, 'Weight': 200, 'BirthDate': '1999-05-04T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': '1B/DH', 'BirthCity': '', 'College': '', 'Debut': '2024-08-13T00:00:00', 'LastGame': '2024-09-22T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/andres-chaparro/21797/stats?position=1B/DH', 'HeightDisplay': '5\'11""', 'Age': 26, 'AgeToday': 25, 'AgeYears': 25, 'AgeMonths': 7, 'AgeDays': 15, 'AgeDisplayOld': '25 years, 7 months, 15 days', 'BirthDateDisplay': '5/4/1999', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '25 years, 7 months, 15 days'}","{'mlbamid': 665953, 'playerid': 21797, 'minormasterid': 'sa916976', 'masterid': '21797', 'teamid': 24, 'minorfranchid': 324, 'transdate': '2024-10-01T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 24, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '21797', 'MLB_FullName': 'Washington Nationals', 'MLB_ShortName': 'Nationals', 'MLB_AbbName': 'WSN', 'MiLB_FullName': None, 'llevel1': 'MLB'}",21797.0,665953,sa916976,25,"25 years, 7 months, 15 days",R,R,1B/DH,/players/andres-chaparro/21797/stats?position=1B/DH,Washington Nationals,Nationals,WSN,9350,0.7283950617283951,19.324051211705534,0.9185185185185185,AAA
