id,name,pitches,pa,ab,bip,hits,singles,doubles,triples,hr,k,krate,bb,bbrate,whiffs,swings,ba,xba,obp,xobp,slg,xslg,woba,xwoba,babip,whiffrate,ev,langle,hhrate,barrels,barrelbbe,barrelpa,chaserate,velo,krate_p,bbrate_p,xba_p,xslg_p,xwoba_p,whiffrate_p,ev_p,langle_p,hhrate_p,barrelbbe_p,chaserate_p,velo_p,player_info,team_info,PlayerID,MLBAMId,MinorMasterId,age,Bats,Throws,Position,UPURL,MLB_FullName,MLB_ShortName,MLB_AbbName
672282,Reid Detmers,1290,341,310,210,80,46,13,3,18,101,29.6,27,7.9,219,659,0.258,0.209,0.323,0.278,0.494,0.359,0.35,0.28,0.323,33.2,87.2,14.0,38.6,22,10.5,6.5,6.2,93.5,0.8775773195876289,0.7603092783505154,0.7938144329896907,0.5051546391752577,0.8157216494845361,0.8994845360824743,0.6417525773195877,0.46649484536082475,0.2615979381443299,0.030927835051546393,0.8414948453608248,0.6457765667574932,"{'UPId': '27468', 'PlayerId': 27468, 'MLBAMId': 672282, 'MinorMasterId': 'sa3014425', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Reid Detmers', 'FirstName': 'Reid', 'LastName': 'Detmers', 'firstLastName': 'Reid Detmers', 'NameKorean': None, 'Height': 74, 'Weight': 210, 'BirthDate': '1999-07-08T00:00:00', 'Bats': 'L', 'Throws': 'L', 'Position': 'P', 'BirthCity': '', 'College': 'Louisville', 'Debut': '2021-08-01T00:00:00', 'LastGame': '2024-09-27T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2022, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/reid-detmers/27468/stats?position=P', 'HeightDisplay': '6\'2""', 'Age': 25, 'AgeToday': 25, 'AgeYears': 25, 'AgeMonths': 5, 'AgeDays': 2, 'AgeDisplayOld': '25 years, 5 months, 2 days', 'BirthDateDisplay': '7/8/1999', 'DeathDateDisplay': None, 'servicetime': '1.059', 'urlHeadshot': 'https://images.fangraphs.com/nobg_small_22876991.png', 'minSeason': 2021, 'maxSeason': 2024, 'AgeDisplay': '25 years, 5 months, 2 days'}","{'mlbamid': 672282, 'playerid': 27468, 'minormasterid': 'sa3014425', 'masterid': '27468', 'teamid': 1, 'minorfranchid': 312, 'transdate': '2024-09-01T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-27T00:00:00', 'lseason': 2024, 'lteamid': 1, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '27468', 'MLB_FullName': 'Los Angeles Angels', 'MLB_ShortName': 'Angels', 'MLB_AbbName': 'LAA', 'MiLB_FullName': None, 'llevel1': 'MLB'}",27468.0,672282,sa3014425,25,L,L,P,/players/reid-detmers/27468/stats?position=P,Los Angeles Angels,Angels,LAA
672851,Joan Adon,1290,326,270,216,71,48,14,0,9,57,17.5,42,12.9,153,600,0.263,0.233,0.38,0.361,0.415,0.375,0.353,0.335,0.3,25.5,88.2,17.0,36.6,15,6.9,4.6,4.8,93.7,0.12242268041237113,0.26417525773195877,0.5,0.37628865979381443,0.14561855670103094,0.3956185567010309,0.36726804123711343,0.2345360824742268,0.4007731958762887,0.29510309278350516,0.32603092783505155,0.670299727520436,"{'UPId': '22925', 'PlayerId': 22925, 'MLBAMId': 672851, 'MinorMasterId': 'sa3002614', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'joan adon', 'FirstName': 'Joan', 'LastName': 'Adon', 'firstLastName': 'Joan Adon', 'NameKorean': None, 'Height': 74, 'Weight': 247, 'BirthDate': '1998-08-12T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': '', 'Debut': '2021-10-03T00:00:00', 'LastGame': '2024-08-22T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2022, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/joan-adon/22925/stats?position=P', 'HeightDisplay': '6\'2""', 'Age': 26, 'AgeToday': 26, 'AgeYears': 26, 'AgeMonths': 3, 'AgeDays': 28, 'AgeDisplayOld': '26 years, 3 months, 28 days', 'BirthDateDisplay': '8/12/1998', 'DeathDateDisplay': None, 'servicetime': '0.068', 'urlHeadshot': None, 'minSeason': 2021, 'maxSeason': 2024, 'AgeDisplay': '26 years, 3 months, 28 days'}","{'mlbamid': 672851, 'playerid': 22925, 'minormasterid': 'sa3002614', 'masterid': '22925', 'teamid': 24, 'minorfranchid': 324, 'transdate': '2024-11-04T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-08-22T00:00:00', 'lseason': 2024, 'lteamid': 24, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '22925', 'MLB_FullName': 'Washington Nationals', 'MLB_ShortName': 'Nationals', 'MLB_AbbName': 'WSN', 'MiLB_FullName': None, 'llevel1': 'MLB'}",22925.0,672851,sa3002614,26,R,R,P,/players/joan-adon/22925/stats?position=P,Washington Nationals,Nationals,WSN
687856,Andrew Bash,1283,326,281,213,57,45,7,1,4,71,21.8,35,10.7,134,579,0.203,0.225,0.304,0.324,0.278,0.357,0.268,0.306,0.254,23.1,88.6,17.0,39.0,15,7.0,4.6,4.7,92.5,0.38144329896907214,0.4639175257731959,0.6134020618556701,0.5231958762886598,0.5115979381443299,0.24097938144329897,0.2667525773195876,0.2345360824742268,0.22938144329896906,0.2847938144329897,0.2912371134020619,0.47275204359673023,"{'UPId': 'sa3010259', 'PlayerId': None, 'MLBAMId': 687856, 'MinorMasterId': 'sa3010259', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Andrew Bash', 'FirstName': 'Andrew', 'LastName': 'Bash', 'firstLastName': 'Andrew Bash', 'NameKorean': None, 'Height': 72, 'Weight': 190, 'BirthDate': '1996-08-01T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': 'Rancho Mirage', 'College': 'California Baptist', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/andrew-bash/sa3010259/stats?position=P', 'HeightDisplay': '6\'0""', 'Age': 28, 'AgeToday': 28, 'AgeYears': 28, 'AgeMonths': 4, 'AgeDays': 9, 'AgeDisplayOld': '28 years, 4 months, 9 days', 'BirthDateDisplay': '8/1/1996', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '28 years, 4 months, 9 days'}","{'mlbamid': 687856, 'playerid': None, 'minormasterid': 'sa3010259', 'masterid': 'sa3010259', 'teamid': 14, 'minorfranchid': 5, 'transdate': '2024-10-09T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-20T00:00:00', 'lseason': 2024, 'lteamid': 14, 'lminorfranchid': 5, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3010259', 'MLB_FullName': 'Toronto Blue Jays', 'MLB_ShortName': 'Blue Jays', 'MLB_AbbName': 'TOR', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,687856,sa3010259,28,R,R,P,/players/andrew-bash/sa3010259/stats?position=P,Toronto Blue Jays,Blue Jays,TOR
669740,Travis MacGregor,1281,349,309,239,75,55,11,1,8,73,20.9,29,8.3,140,625,0.243,0.259,0.321,0.336,0.362,0.389,0.304,0.322,0.29,22.4,88.4,7.0,43.1,13,5.4,3.7,3.8,93.4,0.32216494845360827,0.7332474226804123,0.14175257731958762,0.2706185567010309,0.28994845360824745,0.19845360824742267,0.31572164948453607,0.875,0.05670103092783505,0.5773195876288659,0.08505154639175258,0.6280653950953679,"{'UPId': 'sa917950', 'PlayerId': None, 'MLBAMId': 669740, 'MinorMasterId': 'sa917950', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'travis macgregor', 'FirstName': 'Travis', 'LastName': 'MacGregor', 'firstLastName': 'Travis MacGregor', 'NameKorean': None, 'Height': 76, 'Weight': 215, 'BirthDate': '1997-10-15T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': 'Tarpon Springs', 'College': '', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/travis-macgregor/sa917950/stats?position=P', 'HeightDisplay': '6\'4""', 'Age': 27, 'AgeToday': 27, 'AgeYears': 27, 'AgeMonths': 1, 'AgeDays': 26, 'AgeDisplayOld': '27 years, 1 months, 26 days', 'BirthDateDisplay': '10/15/1997', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '27 years, 1 month, 26 days'}","{'mlbamid': 669740, 'playerid': None, 'minormasterid': 'sa917950', 'masterid': 'sa917950', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-11-04T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-09-20T00:00:00', 'lseason': 2024, 'lteamid': 1, 'lminorfranchid': 8, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa917950', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'AAA'}",,669740,sa917950,27,R,R,P,/players/travis-macgregor/sa917950/stats?position=P,Free Agent,,
669142,Tanner Burns,1275,305,253,187,57,37,7,2,11,70,23.0,46,15.1,148,529,0.225,0.231,0.344,0.354,0.399,0.387,0.329,0.335,0.261,28.0,88.3,17.0,36.4,13,7.0,4.3,4.0,92.7,0.4896907216494845,0.11211340206185567,0.529639175257732,0.28865979381443296,0.14561855670103094,0.6018041237113402,0.3389175257731959,0.2345360824742268,0.42010309278350516,0.2847938144329897,0.11469072164948453,0.510899182561308,"{'UPId': 'sa3014451', 'PlayerId': None, 'MLBAMId': 669142, 'MinorMasterId': 'sa3014451', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Tanner Burns', 'FirstName': 'Lowell', 'LastName': 'Burns', 'firstLastName': 'Tanner Burns', 'NameKorean': None, 'Height': 72, 'Weight': 210, 'BirthDate': '1998-12-28T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': 'Decatur', 'College': 'Auburn', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/lowell-burns/sa3014451/stats?position=P', 'HeightDisplay': '6\'0""', 'Age': 26, 'AgeToday': 25, 'AgeYears': 25, 'AgeMonths': 11, 'AgeDays': 13, 'AgeDisplayOld': '25 years, 11 months, 13 days', 'BirthDateDisplay': '12/28/1998', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '25 years, 11 months, 13 days'}","{'mlbamid': 669142, 'playerid': None, 'minormasterid': 'sa3014451', 'masterid': 'sa3014451', 'teamid': 5, 'minorfranchid': 20, 'transdate': '2024-03-29T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 5, 'lminorfranchid': 20, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3014451', 'MLB_FullName': 'Cleveland Guardians', 'MLB_ShortName': 'Guardians', 'MLB_AbbName': 'CLE', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,669142,sa3014451,25,R,R,P,/players/lowell-burns/sa3014451/stats?position=P,Cleveland Guardians,Guardians,CLE
674841,Andrew Alvarez,1274,342,302,244,81,59,11,2,9,61,17.8,32,9.4,115,576,0.268,0.253,0.345,0.336,0.407,0.395,0.331,0.324,0.306,20.0,88.4,8.0,36.9,12,4.9,3.5,5.7,90.7,0.13917525773195877,0.6082474226804123,0.19716494845360824,0.23840206185567012,0.2654639175257732,0.06701030927835051,0.31572164948453607,0.8466494845360825,0.3801546391752577,0.6585051546391752,0.6984536082474226,0.18664850136239783,"{'UPId': 'sa3017531', 'PlayerId': None, 'MLBAMId': 674841, 'MinorMasterId': 'sa3017531', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Andrew Alvarez', 'FirstName': 'Michael', 'LastName': 'Alvarez', 'firstLastName': 'Andrew Alvarez', 'NameKorean': None, 'Height': 75, 'Weight': 215, 'BirthDate': '1999-06-13T00:00:00', 'Bats': 'L', 'Throws': 'L', 'Position': 'P', 'BirthCity': 'Anaheim', 'College': 'Cal Poly', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/michael-alvarez/sa3017531/stats?position=P', 'HeightDisplay': '6\'3""', 'Age': 25, 'AgeToday': 25, 'AgeYears': 25, 'AgeMonths': 5, 'AgeDays': 27, 'AgeDisplayOld': '25 years, 5 months, 27 days', 'BirthDateDisplay': '6/13/1999', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '25 years, 5 months, 27 days'}","{'mlbamid': 674841, 'playerid': None, 'minormasterid': 'sa3017531', 'masterid': 'sa3017531', 'teamid': 24, 'minorfranchid': 22, 'transdate': '2024-07-27T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 24, 'lminorfranchid': 22, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3017531', 'MLB_FullName': 'Washington Nationals', 'MLB_ShortName': 'Nationals', 'MLB_AbbName': 'WSN', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,674841,sa3017531,25,L,L,P,/players/michael-alvarez/sa3017531/stats?position=P,Washington Nationals,Nationals,WSN
669199,Lake Bachar,1267,312,277,195,74,42,18,3,11,85,27.2,31,9.9,165,599,0.267,0.206,0.34,0.288,0.473,0.351,0.349,0.283,0.342,27.5,89.4,19.0,39.5,14,7.2,4.5,6.1,94.8,0.7693298969072165,0.5489690721649485,0.8195876288659794,0.5902061855670103,0.7822164948453608,0.5657216494845361,0.11597938144329897,0.11469072164948453,0.18170103092783504,0.2603092783505155,0.8170103092783505,0.8174386920980926,"{'UPId': '19222', 'PlayerId': 19222, 'MLBAMId': 669199, 'MinorMasterId': 'sa917993', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'lake bachar', 'FirstName': 'Lake', 'LastName': 'Bachar', 'firstLastName': 'Lake Bachar', 'NameKorean': None, 'Height': 74, 'Weight': 219, 'BirthDate': '1995-06-03T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': 'Wisconsin-Whitewater', 'Debut': '2024-09-08T00:00:00', 'LastGame': '2024-09-29T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/lake-bachar/19222/stats?position=P', 'HeightDisplay': '6\'2""', 'Age': 30, 'AgeToday': 29, 'AgeYears': 29, 'AgeMonths': 6, 'AgeDays': 7, 'AgeDisplayOld': '29 years, 6 months, 7 days', 'BirthDateDisplay': '6/3/1995', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '29 years, 6 months, 7 days'}","{'mlbamid': 669199, 'playerid': 19222, 'minormasterid': 'sa917993', 'masterid': '19222', 'teamid': 20, 'minorfranchid': 339, 'transdate': '2024-09-07T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-29T00:00:00', 'lseason': 2024, 'lteamid': 20, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '19222', 'MLB_FullName': 'Miami Marlins', 'MLB_ShortName': 'Marlins', 'MLB_AbbName': 'MIA', 'MiLB_FullName': None, 'llevel1': 'MLB'}",19222.0,669199,sa917993,29,R,R,P,/players/lake-bachar/19222/stats?position=P,Miami Marlins,Marlins,MIA
700249,Cade Povich,1263,315,284,198,59,34,17,1,7,89,28.3,27,8.6,151,550,0.208,0.207,0.276,0.278,0.349,0.328,0.275,0.269,0.272,27.5,86.1,15.0,29.8,12,6.1,3.8,5.4,92.0,0.8260309278350515,0.6945876288659794,0.8079896907216495,0.7667525773195877,0.913659793814433,0.5657216494845361,0.8311855670103093,0.3904639175257732,0.865979381443299,0.4574742268041237,0.5644329896907216,0.3651226158038147,"{'UPId': '30055', 'PlayerId': 30055, 'MLBAMId': 700249, 'MinorMasterId': 'sa3017787', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Cade Povich', 'FirstName': 'Cade', 'LastName': 'Povich', 'firstLastName': 'Cade Povich', 'NameKorean': None, 'Height': 75, 'Weight': 185, 'BirthDate': '2000-04-12T00:00:00', 'Bats': 'L', 'Throws': 'L', 'Position': 'P', 'BirthCity': '', 'College': '', 'Debut': '2024-06-06T00:00:00', 'LastGame': '2024-09-27T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/cade-povich/30055/stats?position=P', 'HeightDisplay': '6\'3""', 'Age': 25, 'AgeToday': 24, 'AgeYears': 24, 'AgeMonths': 7, 'AgeDays': 28, 'AgeDisplayOld': '24 years, 7 months, 28 days', 'BirthDateDisplay': '4/12/2000', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '24 years, 7 months, 28 days'}","{'mlbamid': 700249, 'playerid': 30055, 'minormasterid': 'sa3017787', 'masterid': '30055', 'teamid': 2, 'minorfranchid': 314, 'transdate': '2024-08-20T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-27T00:00:00', 'lseason': 2024, 'lteamid': 2, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '30055', 'MLB_FullName': 'Baltimore Orioles', 'MLB_ShortName': 'Orioles', 'MLB_AbbName': 'BAL', 'MiLB_FullName': None, 'llevel1': 'MLB'}",30055.0,700249,sa3017787,24,L,L,P,/players/cade-povich/30055/stats?position=P,Baltimore Orioles,Orioles,BAL
694851,Andrew Hoffmann,1259,312,269,207,83,60,13,1,9,66,21.2,32,10.3,129,567,0.309,0.268,0.391,0.357,0.465,0.406,0.373,0.338,0.374,22.8,86.7,11.0,33.8,12,5.8,3.8,4.9,93.7,0.34149484536082475,0.5038659793814433,0.07216494845360824,0.17268041237113402,0.13015463917525774,0.22036082474226804,0.740979381443299,0.7152061855670103,0.6288659793814433,0.5051546391752577,0.3634020618556701,0.670299727520436,"{'UPId': 'sa3017202', 'PlayerId': None, 'MLBAMId': 694851, 'MinorMasterId': 'sa3017202', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Andrew Hoffmann', 'FirstName': 'Andrew', 'LastName': 'Hoffmann', 'firstLastName': 'Andrew Hoffmann', 'NameKorean': None, 'Height': 77, 'Weight': 210, 'BirthDate': '2000-02-02T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': 'Joliet', 'College': 'Illinois', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/andrew-hoffmann/sa3017202/stats?position=P', 'HeightDisplay': '6\'5""', 'Age': 25, 'AgeToday': 24, 'AgeYears': 24, 'AgeMonths': 10, 'AgeDays': 8, 'AgeDisplayOld': '24 years, 10 months, 8 days', 'BirthDateDisplay': '2/2/2000', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '24 years, 10 months, 8 days'}","{'mlbamid': 694851, 'playerid': None, 'minormasterid': 'sa3017202', 'masterid': 'sa3017202', 'teamid': 7, 'minorfranchid': 15, 'transdate': '2024-07-21T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 7, 'lminorfranchid': 15, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3017202', 'MLB_FullName': 'Kansas City Royals', 'MLB_ShortName': 'Royals', 'MLB_AbbName': 'KCR', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,694851,sa3017202,24,R,R,P,/players/andrew-hoffmann/sa3017202/stats?position=P,Kansas City Royals,Royals,KCR
683425,Hyun-il Choi,1254,314,272,219,65,38,19,1,7,56,17.8,32,10.2,138,636,0.239,0.237,0.331,0.332,0.393,0.375,0.32,0.315,0.274,21.7,86.2,17.0,28.3,15,6.8,4.8,7.3,90.8,0.13917525773195877,0.5167525773195877,0.43041237113402064,0.37628865979381443,0.37757731958762886,0.1481958762886598,0.8118556701030928,0.2345360824742268,0.9265463917525774,0.31443298969072164,0.9832474226804123,0.2016348773841962,"{'UPId': 'sa3009992', 'PlayerId': None, 'MLBAMId': 683425, 'MinorMasterId': 'sa3009992', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Hyun-il Choi', 'FirstName': 'Hyun-il', 'LastName': 'Choi', 'firstLastName': 'Hyun-il Choi', 'NameKorean': None, 'Height': 74, 'Weight': 215, 'BirthDate': '2000-05-27T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': 'Seoul', 'College': '', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/hyun-il-choi/sa3009992/stats?position=P', 'HeightDisplay': '6\'2""', 'Age': 25, 'AgeToday': 24, 'AgeYears': 24, 'AgeMonths': 6, 'AgeDays': 13, 'AgeDisplayOld': '24 years, 6 months, 13 days', 'BirthDateDisplay': '5/27/2000', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '24 years, 6 months, 13 days'}","{'mlbamid': 683425, 'playerid': None, 'minormasterid': 'sa3009992', 'masterid': 'sa3009992', 'teamid': 22, 'minorfranchid': 1, 'transdate': '2024-09-30T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-17T00:00:00', 'lseason': 2024, 'lteamid': 22, 'lminorfranchid': 1, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3009992', 'MLB_FullName': 'Los Angeles Dodgers', 'MLB_ShortName': 'Dodgers', 'MLB_AbbName': 'LAD', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,683425,sa3009992,24,R,R,P,/players/hyun-il-choi/sa3009992/stats?position=P,Los Angeles Dodgers,Dodgers,LAD
678215,Luarbert Arias,1253,284,251,178,52,29,13,2,8,74,26.1,25,8.8,174,627,0.207,0.192,0.296,0.283,0.371,0.298,0.295,0.264,0.259,27.8,87.7,24.0,27.0,8,4.5,2.8,5.9,94.2,0.7048969072164949,0.6701030927835051,0.904639175257732,0.8891752577319587,0.9407216494845361,0.5914948453608248,0.5128865979381443,0.01288659793814433,0.9587628865979382,0.7242268041237113,0.7744845360824743,0.7438692098092643,"{'UPId': 'sa3007599', 'PlayerId': None, 'MLBAMId': 678215, 'MinorMasterId': 'sa3007599', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Luarbert Arias', 'FirstName': 'Luarbert', 'LastName': 'Arias', 'firstLastName': 'Luarbert Arias', 'NameKorean': None, 'Height': 74, 'Weight': 176, 'BirthDate': '2000-12-12T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': 'Maracay', 'College': '', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/luarbert-arias/sa3007599/stats?position=P', 'HeightDisplay': '6\'2""', 'Age': 24, 'AgeToday': 23, 'AgeYears': 23, 'AgeMonths': 11, 'AgeDays': 28, 'AgeDisplayOld': '23 years, 11 months, 28 days', 'BirthDateDisplay': '12/12/2000', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '23 years, 11 months, 28 days'}","{'mlbamid': 678215, 'playerid': None, 'minormasterid': 'sa3007599', 'masterid': 'sa3007599', 'teamid': 20, 'minorfranchid': 339, 'transdate': '2024-11-04T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 20, 'lminorfranchid': 2, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3007599', 'MLB_FullName': 'Miami Marlins', 'MLB_ShortName': 'Marlins', 'MLB_AbbName': 'MIA', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,678215,sa3007599,23,R,R,P,/players/luarbert-arias/sa3007599/stats?position=P,Miami Marlins,Marlins,MIA
663627,Clay Helvey,1250,315,271,179,67,41,18,0,8,97,30.8,33,10.5,215,587,0.247,0.205,0.337,0.305,0.402,0.298,0.324,0.279,0.345,36.6,89.9,14.0,41.3,9,5.0,2.9,5.1,93.6,0.9149484536082474,0.48195876288659795,0.8337628865979382,0.8891752577319587,0.8298969072164949,0.9600515463917526,0.07345360824742268,0.46649484536082475,0.09922680412371133,0.6469072164948454,0.44587628865979384,0.6580381471389646,"{'UPId': 'sa3007459', 'PlayerId': None, 'MLBAMId': 663627, 'MinorMasterId': 'sa3007459', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Clay Helvey', 'FirstName': 'Clay', 'LastName': 'Helvey', 'firstLastName': 'Clay Helvey', 'NameKorean': None, 'Height': 75, 'Weight': 195, 'BirthDate': '1997-02-14T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': 'Charlotte', 'College': 'Tampa', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/clay-helvey/sa3007459/stats?position=P', 'HeightDisplay': '6\'3""', 'Age': 28, 'AgeToday': 27, 'AgeYears': 27, 'AgeMonths': 9, 'AgeDays': 26, 'AgeDisplayOld': '27 years, 9 months, 26 days', 'BirthDateDisplay': '2/14/1997', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '27 years, 9 months, 26 days'}","{'mlbamid': 663627, 'playerid': None, 'minormasterid': 'sa3007459', 'masterid': 'sa3007459', 'teamid': 24, 'minorfranchid': 22, 'transdate': '2024-11-16T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 30, 'lminorfranchid': 9, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3007459', 'MLB_FullName': 'Washington Nationals', 'MLB_ShortName': 'Nationals', 'MLB_AbbName': 'WSN', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,663627,sa3007459,27,R,R,P,/players/clay-helvey/sa3007459/stats?position=P,Washington Nationals,Nationals,WSN
