id,name,pitches,pa,ab,bip,hits,singles,doubles,triples,hr,k,krate,bb,bbrate,whiffs,swings,ba,xba,obp,xobp,slg,xslg,woba,xwoba,babip,whiffrate,ev,langle,hhrate,barrels,barrelbbe,barrelpa,chaserate,velo,krate_p,bbrate_p,xba_p,xslg_p,xwoba_p,whiffrate_p,ev_p,langle_p,hhrate_p,barrelbbe_p,chaserate_p,velo_p,player_info,team_info,PlayerID,MLBAMId,MinorMasterId,age,AgeDisplayOld,Bats,Throws,Position,UPURL,MLB_FullName,MLB_ShortName,MLB_AbbName,spd,pull,wbsr,age_days,age_p,pscore,score_p,level
696131,Mason Black,1468,366,319,235,78,50,14,2,12,87,23.8,39,10.7,156,667,0.245,0.219,0.333,0.316,0.414,0.334,0.328,0.296,0.296,23.4,86.3,15.0,31.1,12,5.1,3.3,4.5,92.2,0.5541237113402062,0.4639175257731959,0.6791237113402062,0.7164948453608248,0.6301546391752577,0.2551546391752577,0.7938144329896907,0.3904639175257732,0.7925257731958762,0.6314432989690721,0.22938144329896906,0.4128065395095368,"{'UPId': '30171', 'PlayerId': 30171, 'MLBAMId': 696131, 'MinorMasterId': 'sa3018146', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Mason Black', 'FirstName': 'Mason', 'LastName': 'Black', 'firstLastName': 'Mason Black', 'NameKorean': None, 'Height': 75, 'Weight': 230, 'BirthDate': '1999-12-10T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': '', 'Debut': '2024-05-06T00:00:00', 'LastGame': '2024-09-25T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/mason-black/30171/stats?position=P', 'HeightDisplay': '6\'3""', 'Age': 25, 'AgeToday': 25, 'AgeYears': 25, 'AgeMonths': 0, 'AgeDays': 13, 'AgeDisplayOld': '25 years, 0 months, 13 days', 'BirthDateDisplay': '12/10/1999', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '25 years, 13 days'}","{'mlbamid': 696131, 'playerid': 30171, 'minormasterid': 'sa3018146', 'masterid': '30171', 'teamid': 30, 'minorfranchid': 330, 'transdate': '2024-10-01T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-25T00:00:00', 'lseason': 2024, 'lteamid': 30, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '30171', 'MLB_FullName': 'San Francisco Giants', 'MLB_ShortName': 'Giants', 'MLB_AbbName': 'SFG', 'MiLB_FullName': None, 'llevel1': 'MLB'}",30171.0,696131,sa3018146,25,"25 years, 0 months, 13 days",R,R,P,/players/mason-black/30171/stats?position=P,San Francisco Giants,Giants,SFG,0.0,0.461864,0.0,9138,0.8608247422680413,21.495524568771916,0.8092643051771117,AAA
687003,Brian Van Belle,1459,410,376,291,108,77,21,0,10,87,21.2,30,7.3,190,728,0.287,0.271,0.341,0.328,0.423,0.433,0.334,0.331,0.349,26.1,89.5,9.0,44.7,19,6.5,4.6,6.7,91.5,0.34149484536082475,0.836340206185567,0.05670103092783505,0.07474226804123711,0.19329896907216496,0.44072164948453607,0.10824742268041238,0.8054123711340206,0.041237113402061855,0.37371134020618557,0.9291237113402062,0.29291553133514986,"{'UPId': 'sa3014925', 'PlayerId': None, 'MLBAMId': 687003, 'MinorMasterId': 'sa3014925', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Brian Van Belle', 'FirstName': 'Brian', 'LastName': 'Van Belle', 'firstLastName': 'Brian Van Belle', 'NameKorean': None, 'Height': 75, 'Weight': 185, 'BirthDate': '1996-09-03T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': 'Pembroke Pines', 'College': 'Miami', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/brian-van-belle/sa3014925/stats?position=P', 'HeightDisplay': '6\'3""', 'Age': 28, 'AgeToday': 28, 'AgeYears': 28, 'AgeMonths': 3, 'AgeDays': 21, 'AgeDisplayOld': '28 years, 3 months, 21 days', 'BirthDateDisplay': '9/3/1996', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '28 years, 3 months, 21 days'}","{'mlbamid': 687003, 'playerid': None, 'minormasterid': 'sa3014925', 'masterid': 'sa3014925', 'teamid': 3, 'minorfranchid': 28, 'transdate': '2024-07-31T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-20T00:00:00', 'lseason': 2024, 'lteamid': 3, 'lminorfranchid': 28, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3014925', 'MLB_FullName': 'Boston Red Sox', 'MLB_ShortName': 'Red Sox', 'MLB_AbbName': 'BOS', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,687003,sa3014925,28,"28 years, 3 months, 21 days",R,R,P,/players/brian-van-belle/sa3014925/stats?position=P,Boston Red Sox,Red Sox,BOS,0.0,0.467577,0.0,10331,0.41494845360824745,8.252995629945008,0.3651226158038147,AAA
680572,Adam Kloffenstein,1455,374,323,251,78,49,15,1,13,73,19.5,41,11.0,181,710,0.241,0.215,0.342,0.321,0.415,0.351,0.334,0.305,0.273,25.5,87.4,9.0,37.1,17,6.8,4.5,5.8,91.8,0.23969072164948454,0.41237113402061853,0.7242268041237113,0.5902061855670103,0.5244845360824743,0.3956185567010309,0.5966494845360825,0.8054123711340206,0.3698453608247423,0.31443298969072164,0.7371134020618557,0.33651226158038144,"{'UPId': '24493', 'PlayerId': 24493, 'MLBAMId': 680572, 'MinorMasterId': 'sa3008578', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Adam Kloffenstein', 'FirstName': 'Adam', 'LastName': 'Kloffenstein', 'firstLastName': 'Adam Kloffenstein', 'NameKorean': None, 'Height': 77, 'Weight': 245, 'BirthDate': '2000-08-25T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': '', 'Debut': '2024-06-20T00:00:00', 'LastGame': '2024-06-20T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/adam-kloffenstein/24493/stats?position=P', 'HeightDisplay': '6\'5""', 'Age': 24, 'AgeToday': 24, 'AgeYears': 24, 'AgeMonths': 3, 'AgeDays': 28, 'AgeDisplayOld': '24 years, 3 months, 28 days', 'BirthDateDisplay': '8/25/2000', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '24 years, 3 months, 28 days'}","{'mlbamid': 680572, 'playerid': 24493, 'minormasterid': 'sa3008578', 'masterid': '24493', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-11-22T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-07-09T00:00:00', 'lseason': 2024, 'lteamid': 28, 'lminorfranchid': 150, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '24493', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'AAA'}",24493.0,680572,sa3008578,24,"24 years, 3 months, 28 days",R,R,P,/players/adam-kloffenstein/24493/stats?position=P,Free Agent,,,0.0,0.596838,0.0,8878,0.9484536082474226,18.88514764836149,0.7574931880108992,AAA
656657,Zach Logue,1447,369,328,249,73,49,13,3,8,84,22.8,27,7.3,153,693,0.223,0.222,0.295,0.296,0.354,0.332,0.287,0.281,0.27,22.1,88.2,13.0,30.5,13,5.2,3.5,4.1,91.4,0.45618556701030927,0.836340206185567,0.6443298969072165,0.7345360824742269,0.8028350515463918,0.17396907216494845,0.36726804123711343,0.5579896907216495,0.8286082474226805,0.6121134020618557,0.13917525773195877,0.273841961852861,"{'UPId': '20231', 'PlayerId': 20231, 'MLBAMId': 656657, 'MinorMasterId': 'sa915822', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'zach logue', 'FirstName': 'Zach', 'LastName': 'Logue', 'firstLastName': 'Zach Logue', 'NameKorean': None, 'Height': 72, 'Weight': 165, 'BirthDate': '1996-04-23T00:00:00', 'Bats': 'L', 'Throws': 'L', 'Position': 'P', 'BirthCity': '', 'College': 'Kentucky', 'Debut': '2022-04-19T00:00:00', 'LastGame': '2024-09-19T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2022, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/zach-logue/20231/stats?position=P', 'HeightDisplay': '6\'0""', 'Age': 29, 'AgeToday': 28, 'AgeYears': 28, 'AgeMonths': 8, 'AgeDays': 0, 'AgeDisplayOld': '28 years, 8 months, 0 days', 'BirthDateDisplay': '4/23/1996', 'DeathDateDisplay': None, 'servicetime': '0.083', 'urlHeadshot': None, 'minSeason': 2022, 'maxSeason': 2024, 'AgeDisplay': '28 years, 8 months'}","{'mlbamid': 656657, 'playerid': 20231, 'minormasterid': 'sa915822', 'masterid': '20231', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-11-22T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-09-19T00:00:00', 'lseason': 2024, 'lteamid': 22, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '20231', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'MLB'}",20231.0,656657,sa915822,28,"28 years, 8 months, 0 days",L,L,P,/players/zach-logue/20231/stats?position=P,Free Agent,,,0.0,0.395062,0.0,10460,0.38144329896907214,9.719437560941564,0.4223433242506812,AAA
687064,Brandon Young,1438,372,334,241,79,56,16,0,7,96,25.8,33,8.9,195,711,0.237,0.197,0.306,0.272,0.347,0.274,0.29,0.249,0.308,27.4,86.7,16.0,29.5,7,2.9,1.9,5.6,92.5,0.6881443298969072,0.6597938144329897,0.8853092783505154,0.9432989690721649,0.979381443298969,0.5528350515463918,0.740979381443299,0.3170103092783505,0.8827319587628866,0.9445876288659794,0.6507731958762887,0.47275204359673023,"{'UPId': 'sa3014926', 'PlayerId': None, 'MLBAMId': 687064, 'MinorMasterId': 'sa3014926', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Brandon Young', 'FirstName': 'Brandon', 'LastName': 'Young', 'firstLastName': 'Brandon Young', 'NameKorean': None, 'Height': 78, 'Weight': 210, 'BirthDate': '1998-08-19T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': 'Lumberton', 'College': 'Louisiana-Lafayette', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/brandon-young/sa3014926/stats?position=P', 'HeightDisplay': '6\'6""', 'Age': 26, 'AgeToday': 26, 'AgeYears': 26, 'AgeMonths': 4, 'AgeDays': 4, 'AgeDisplayOld': '26 years, 4 months, 4 days', 'BirthDateDisplay': '8/19/1998', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '26 years, 4 months, 4 days'}","{'mlbamid': 687064, 'playerid': None, 'minormasterid': 'sa3014926', 'masterid': 'sa3014926', 'teamid': 2, 'minorfranchid': 314, 'transdate': '2024-11-19T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-20T00:00:00', 'lseason': 2024, 'lteamid': 2, 'lminorfranchid': 26, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3014926', 'MLB_FullName': 'Baltimore Orioles', 'MLB_ShortName': 'Orioles', 'MLB_AbbName': 'BAL', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,687064,sa3014926,26,"26 years, 4 months, 4 days",R,R,P,/players/brandon-young/sa3014926/stats?position=P,Baltimore Orioles,Orioles,BAL,0.0,0.508197,0.0,9614,0.711340206185567,25.611506990958567,0.9073569482288828,AAA
686249,Nathan Wiles,1430,390,352,285,103,59,28,2,14,72,18.5,26,6.7,210,755,0.293,0.259,0.349,0.32,0.503,0.416,0.364,0.321,0.328,27.8,87.4,12.0,34.0,17,6.0,4.4,6.6,91.8,0.18556701030927836,0.895618556701031,0.14175257731958762,0.13659793814432988,0.3015463917525773,0.5914948453608248,0.5966494845360825,0.645618556701031,0.6069587628865979,0.47809278350515466,0.9149484536082474,0.33651226158038144,"{'UPId': 'sa3010307', 'PlayerId': None, 'MLBAMId': 686249, 'MinorMasterId': 'sa3010307', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'nathan wiles', 'FirstName': 'Nathan', 'LastName': 'Wiles', 'firstLastName': 'Nathan Wiles', 'NameKorean': None, 'Height': 76, 'Weight': 228, 'BirthDate': '1998-07-02T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': 'Overland Park', 'College': 'Oklahoma', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/nathan-wiles/sa3010307/stats?position=P', 'HeightDisplay': '6\'4""', 'Age': 26, 'AgeToday': 26, 'AgeYears': 26, 'AgeMonths': 5, 'AgeDays': 21, 'AgeDisplayOld': '26 years, 5 months, 21 days', 'BirthDateDisplay': '7/2/1998', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '26 years, 5 months, 21 days'}","{'mlbamid': 686249, 'playerid': None, 'minormasterid': 'sa3010307', 'masterid': 'sa3010307', 'teamid': 12, 'minorfranchid': 332, 'transdate': '2024-01-30T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-21T00:00:00', 'lseason': 2024, 'lteamid': 12, 'lminorfranchid': 23, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3010307', 'MLB_FullName': 'Tampa Bay Rays', 'MLB_ShortName': 'Rays', 'MLB_AbbName': 'TBR', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,686249,sa3010307,26,"26 years, 5 months, 21 days",R,R,P,/players/nathan-wiles/sa3010307/stats?position=P,Tampa Bay Rays,Rays,TBR,0.0,0.468531,0.0,9661,0.6984536082474226,15.606599484579519,0.659400544959128,AAA
659275,Dinelson Lamet,1427,383,322,252,82,50,21,1,10,75,19.6,52,13.6,200,669,0.255,0.265,0.36,0.372,0.419,0.426,0.343,0.353,0.298,29.9,88.5,13.0,38.5,18,7.1,4.7,5.2,94.1,0.24742268041237114,0.19201030927835053,0.0979381443298969,0.10438144329896908,0.06829896907216494,0.7306701030927835,0.2925257731958763,0.5579896907216495,0.2757731958762887,0.27319587628865977,0.48195876288659795,0.723433242506812,"{'UPId': '17186', 'PlayerId': 17186, 'MLBAMId': 659275, 'MinorMasterId': 'sa843182', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'dinelson lamet', 'FirstName': 'Dinelson', 'LastName': 'Lamet', 'firstLastName': 'Dinelson Lamet', 'NameKorean': None, 'Height': 75, 'Weight': 228, 'BirthDate': '1992-07-18T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': '', 'Debut': '2017-05-25T00:00:00', 'LastGame': '2024-04-05T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2017, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/dinelson-lamet/17186/stats?position=P', 'HeightDisplay': '6\'3""', 'Age': 32, 'AgeToday': 32, 'AgeYears': 32, 'AgeMonths': 5, 'AgeDays': 5, 'AgeDisplayOld': '32 years, 5 months, 5 days', 'BirthDateDisplay': '7/18/1992', 'DeathDateDisplay': None, 'servicetime': '5.070', 'urlHeadshot': None, 'minSeason': 2017, 'maxSeason': 2024, 'AgeDisplay': '32 years, 5 months, 5 days'}","{'mlbamid': 659275, 'playerid': 17186, 'minormasterid': 'sa843182', 'masterid': '17186', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-11-04T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-09-19T00:00:00', 'lseason': 2024, 'lteamid': 7, 'lminorfranchid': 15, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '17186', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'AAA'}",17186.0,659275,sa843182,32,"32 years, 5 months, 5 days",R,R,P,/players/dinelson-lamet/17186/stats?position=P,Free Agent,,,0.0,0.461538,0.0,11835,0.1056701030927835,1.9147044068045467,0.11444141689373297,AAA
641778,Eric Lauer,1422,337,301,216,84,53,18,2,11,86,25.5,31,9.2,155,677,0.279,0.243,0.353,0.323,0.462,0.389,0.354,0.314,0.356,22.9,86.5,17.0,36.1,12,5.6,3.6,5.3,91.0,0.6701030927835051,0.6262886597938144,0.31829896907216493,0.2706185567010309,0.38273195876288657,0.23067010309278352,0.7719072164948454,0.2345360824742268,0.44329896907216493,0.5502577319587629,0.5219072164948454,0.23024523160762944,"{'UPId': '19316', 'PlayerId': 19316, 'MLBAMId': 641778, 'MinorMasterId': 'sa738156', 'KBOId': 54666, 'KBOBISId': 1571, 'AltMMId': None, 'RRId': 'eric lauer', 'FirstName': 'Eric', 'LastName': 'Lauer', 'firstLastName': 'Eric Lauer', 'NameKorean': '라우어', 'Height': 75, 'Weight': 228, 'BirthDate': '1995-06-03T00:00:00', 'Bats': 'R', 'Throws': 'L', 'Position': 'P', 'BirthCity': '', 'College': 'Kent state', 'Debut': '2018-04-24T00:00:00', 'LastGame': '2023-09-30T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2018, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/eric-lauer/19316/stats?position=P', 'HeightDisplay': '6\'3""', 'Age': 30, 'AgeToday': 29, 'AgeYears': 29, 'AgeMonths': 6, 'AgeDays': 20, 'AgeDisplayOld': '29 years, 6 months, 20 days', 'BirthDateDisplay': '6/3/1995', 'DeathDateDisplay': None, 'servicetime': '4.033', 'urlHeadshot': None, 'minSeason': 2018, 'maxSeason': 2023, 'AgeDisplay': '29 years, 6 months, 20 days'}","{'mlbamid': 641778, 'playerid': 19316, 'minormasterid': 'sa738156', 'masterid': '19316', 'teamid': 14, 'minorfranchid': 5, 'transdate': '2024-12-20T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-07-27T00:00:00', 'lseason': 2024, 'lteamid': 21, 'lminorfranchid': 14, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '19316', 'MLB_FullName': 'Toronto Blue Jays', 'MLB_ShortName': 'Blue Jays', 'MLB_AbbName': 'TOR', 'MiLB_FullName': None, 'llevel1': 'AAA'}",19316.0,641778,sa738156,29,"29 years, 6 months, 20 days",R,L,P,/players/eric-lauer/19316/stats?position=P,Toronto Blue Jays,Blue Jays,TOR,0.0,0.41844,0.0,10785,0.28865979381443296,6.526725527735489,0.2779291553133515,AAA
663465,Kolby Allard,1415,371,332,261,97,50,32,0,15,74,19.9,34,9.2,162,666,0.292,0.252,0.357,0.322,0.524,0.401,0.376,0.316,0.333,24.3,87.7,18.0,35.6,17,6.5,4.6,5.1,90.2,0.26804123711340205,0.6262886597938144,0.20747422680412372,0.20103092783505155,0.3634020618556701,0.3118556701030928,0.5128865979381443,0.16623711340206185,0.49226804123711343,0.37371134020618557,0.44587628865979384,0.13760217983651227,"{'UPId': '18694', 'PlayerId': 18694, 'MLBAMId': 663465, 'MinorMasterId': 'sa874245', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'kolby allard', 'FirstName': 'Kolby', 'LastName': 'Allard', 'firstLastName': 'Kolby Allard', 'NameKorean': None, 'Height': 73, 'Weight': 195, 'BirthDate': '1997-08-13T00:00:00', 'Bats': 'L', 'Throws': 'L', 'Position': 'P', 'BirthCity': '', 'College': '', 'Debut': '2018-07-31T00:00:00', 'LastGame': '2024-09-24T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2019, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/kolby-allard/18694/stats?position=P', 'HeightDisplay': '6\'1""', 'Age': 27, 'AgeToday': 27, 'AgeYears': 27, 'AgeMonths': 4, 'AgeDays': 10, 'AgeDisplayOld': '27 years, 4 months, 10 days', 'BirthDateDisplay': '8/13/1997', 'DeathDateDisplay': None, 'servicetime': '2.162', 'urlHeadshot': 'https://images.fangraphs.com/nobg_small_20430386.png', 'minSeason': 2018, 'maxSeason': 2024, 'AgeDisplay': '27 years, 4 months, 10 days'}","{'mlbamid': 663465, 'playerid': 18694, 'minormasterid': 'sa874245', 'masterid': '18694', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-11-04T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-09-24T00:00:00', 'lseason': 2024, 'lteamid': 26, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '18694', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'MLB'}",18694.0,663465,sa874245,27,"27 years, 4 months, 10 days",L,L,P,/players/kolby-allard/18694/stats?position=P,Free Agent,,,0.0,0.481061,0.0,9985,0.5541237113402062,9.25714567448466,0.4087193460490463,AAA
671162,Connor Thomas,1414,377,348,273,94,72,14,0,8,78,20.7,23,6.1,172,685,0.27,0.235,0.318,0.287,0.379,0.349,0.306,0.281,0.325,25.1,86.1,6.0,37.7,12,4.4,3.2,6.4,90.1,0.30541237113402064,0.9368556701030928,0.47680412371134023,0.6082474226804123,0.8028350515463918,0.36082474226804123,0.8311855670103093,0.9097938144329897,0.32603092783505155,0.7396907216494846,0.8775773195876289,0.12670299727520437,"{'UPId': 'sa3010784', 'PlayerId': None, 'MLBAMId': 671162, 'MinorMasterId': 'sa3010784', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'connor thomas', 'FirstName': 'Sidney', 'LastName': 'Thomas', 'firstLastName': 'Connor Thomas', 'NameKorean': None, 'Height': 71, 'Weight': 195, 'BirthDate': '1998-05-29T00:00:00', 'Bats': 'L', 'Throws': 'L', 'Position': 'P', 'BirthCity': 'Tifton', 'College': 'Georgia Tech', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/sidney-thomas/sa3010784/stats?position=P', 'HeightDisplay': '5\'11""', 'Age': 27, 'AgeToday': 26, 'AgeYears': 26, 'AgeMonths': 6, 'AgeDays': 24, 'AgeDisplayOld': '26 years, 6 months, 24 days', 'BirthDateDisplay': '5/29/1998', 'DeathDateDisplay': None, 'servicetime': '0.000', 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '26 years, 6 months, 24 days'}","{'mlbamid': 671162, 'playerid': None, 'minormasterid': 'sa3010784', 'masterid': 'sa3010784', 'teamid': 23, 'minorfranchid': 341, 'transdate': '2024-12-11T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-21T00:00:00', 'lseason': 2024, 'lteamid': 28, 'lminorfranchid': 150, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3010784', 'MLB_FullName': 'Milwaukee Brewers', 'MLB_ShortName': 'Brewers', 'MLB_AbbName': 'MIL', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,671162,sa3010784,26,"26 years, 6 months, 24 days",L,L,P,/players/sidney-thomas/sa3010784/stats?position=P,Milwaukee Brewers,Brewers,MIL,0.0,0.364621,0.0,9694,0.6894329896907216,18.15822145599914,0.7302452316076294,AAA
670766,Darren McCaughan,1412,365,332,241,78,39,25,1,13,92,25.2,30,8.2,181,658,0.235,0.22,0.301,0.289,0.434,0.358,0.318,0.285,0.285,27.5,86.4,13.0,36.1,17,7.1,4.7,6.2,89.8,0.6481958762886598,0.7396907216494846,0.663659793814433,0.5154639175257731,0.7525773195876289,0.5657216494845361,0.7822164948453608,0.5579896907216495,0.44329896907216493,0.27319587628865977,0.8414948453608248,0.11035422343324251,"{'UPId': '20038', 'PlayerId': 20038, 'MLBAMId': 670766, 'MinorMasterId': 'sa3005014', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Darren McCaughan', 'FirstName': 'Darren', 'LastName': 'McCaughan', 'firstLastName': 'Darren McCaughan', 'NameKorean': None, 'Height': 73, 'Weight': 200, 'BirthDate': '1996-03-18T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': 'Long Beach State', 'Debut': '2021-07-21T00:00:00', 'LastGame': '2024-09-28T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/darren-mccaughan/20038/stats?position=P', 'HeightDisplay': '6\'1""', 'Age': 29, 'AgeToday': 28, 'AgeYears': 28, 'AgeMonths': 9, 'AgeDays': 5, 'AgeDisplayOld': '28 years, 9 months, 5 days', 'BirthDateDisplay': '3/18/1996', 'DeathDateDisplay': None, 'servicetime': '0.007', 'urlHeadshot': None, 'minSeason': 2021, 'maxSeason': 2024, 'AgeDisplay': '28 years, 9 months, 5 days'}","{'mlbamid': 670766, 'playerid': 20038, 'minormasterid': 'sa3005014', 'masterid': '20038', 'teamid': 8, 'minorfranchid': 16, 'transdate': '2024-12-04T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-28T00:00:00', 'lseason': 2024, 'lteamid': 20, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '20038', 'MLB_FullName': 'Minnesota Twins', 'MLB_ShortName': 'Twins', 'MLB_AbbName': 'MIN', 'MiLB_FullName': None, 'llevel1': 'MLB'}",20038.0,670766,sa3005014,28,"28 years, 9 months, 5 days",R,R,P,/players/darren-mccaughan/20038/stats?position=P,Minnesota Twins,Twins,MIN,0.0,0.56044,0.0,10495,0.36855670103092786,9.837209967382961,0.42779291553133514,AAA
