id,name,pitches,pa,ab,bip,hits,singles,doubles,triples,hr,k,krate,bb,bbrate,whiffs,swings,ba,xba,obp,xobp,slg,xslg,woba,xwoba,babip,whiffrate,ev,langle,hhrate,barrels,barrelbbe,barrelpa,chaserate,player_info,team_info,PlayerID,MLBAMId,MinorMasterId,age,AgeDisplayOld,Bats,Throws,Position,UPURL,MLB_FullName,MLB_ShortName,MLB_AbbName,spd,pull,wbsr,fv,wbsr_pa,krate_p,bbrate_p,xba_p,xslg_p,xwoba_p,whiffrate_p,ev_p,langle_p,hhrate_p,barrelbbe_p,chaserate_p,wbsr_pa_p,spd_p,pull_p,age_days,age_p,pscore,score_p,level
676551,Brewer Hicklen,1918,494,414,280,102,58,17,5,22,139,28.1,57,11.5,295,851,0.246,0.219,0.358,0.336,0.471,0.419,0.36,0.333,0.31,34.7,89.7,16.0,42.9,27,9.6,5.5,3.9,"{'UPId': '20450', 'PlayerId': 20450, 'MLBAMId': 676551, 'MinorMasterId': 'sa3004159', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'brewer hicklen', 'FirstName': 'Brewer', 'LastName': 'Hicklen', 'firstLastName': 'Brewer Hicklen', 'NameKorean': None, 'Height': 73, 'Weight': 220, 'BirthDate': '1996-02-09T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'OF', 'BirthCity': '', 'College': 'Alabama-Birmingham', 'Debut': '2022-05-26T00:00:00', 'LastGame': '2024-09-06T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': 'P', 'UPURL': '/players/brewer-hicklen/20450/stats?position=OF', 'HeightDisplay': '6\'1""', 'Age': 29, 'AgeToday': 28, 'AgeYears': 28, 'AgeMonths': 10, 'AgeDays': 15, 'AgeDisplayOld': '28 years, 10 months, 15 days', 'BirthDateDisplay': '2/9/1996', 'DeathDateDisplay': None, 'servicetime': '0.009', 'urlHeadshot': None, 'minSeason': 2022, 'maxSeason': 2024, 'AgeDisplay': '28 years, 10 months, 15 days'}","{'mlbamid': 676551, 'playerid': 20450, 'minormasterid': 'sa3004159', 'masterid': '20450', 'teamid': 23, 'minorfranchid': 341, 'transdate': '2024-10-04T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 23, 'lminorfranchid': 24, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '20450', 'MLB_FullName': 'Milwaukee Brewers', 'MLB_ShortName': 'Brewers', 'MLB_AbbName': 'MIL', 'MiLB_FullName': None, 'llevel1': 'AAA'}",20450.0,676551,sa3004159,28,"28 years, 10 months, 15 days",R,R,OF,/players/brewer-hicklen/20450/stats?position=OF,Milwaukee Brewers,Brewers,MIL,8.63958,0.47331,5.41488,40,0.010961295546558704,0.17160493827160495,0.5530864197530864,0.3074074074074074,0.8049382716049382,0.7567901234567901,0.0962962962962963,0.8296296296296296,0.6925925925925925,0.8444444444444444,0.8358024691358025,0.7913580246913581,0.9925925925925926,0.9925925925925926,0.6888888888888889,10535,0.2765432098765432,9.240298734948938,0.4740740740740741,AAA
670237,Jake Slaughter,1911,495,440,313,124,82,27,0,15,130,26.3,42,8.5,291,954,0.282,0.251,0.356,0.328,0.445,0.412,0.35,0.324,0.366,30.5,88.0,11.0,36.7,26,8.3,5.3,6.0,"{'UPId': 'sa3007871', 'PlayerId': None, 'MLBAMId': 670237, 'MinorMasterId': 'sa3007871', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Jake Slaughter', 'FirstName': 'Jacob', 'LastName': 'Slaughter', 'firstLastName': 'Jake Slaughter', 'NameKorean': None, 'Height': 73, 'Weight': 200, 'BirthDate': '1996-10-24T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': '2B/3B', 'BirthCity': 'West Monroe', 'College': 'Louisiana State', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/jacob-slaughter/sa3007871/stats?position=2B/3B', 'HeightDisplay': '6\'1""', 'Age': 28, 'AgeToday': 28, 'AgeYears': 28, 'AgeMonths': 2, 'AgeDays': 0, 'AgeDisplayOld': '28 years, 2 months, 0 days', 'BirthDateDisplay': '10/24/1996', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '28 years, 2 months'}","{'mlbamid': 670237, 'playerid': None, 'minormasterid': 'sa3007871', 'masterid': 'sa3007871', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-11-04T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 11, 'lminorfranchid': 17, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3007871', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'AAA'}",,670237,sa3007871,28,"28 years, 2 months, 0 days",R,R,2B/3B,/players/jacob-slaughter/sa3007871/stats?position=2B/3B,Free Agent,,,4.02001,0.491453,-1.89576,0,-0.0038298181818181816,0.2802469135802469,0.22962962962962963,0.7641975308641975,0.7790123456790123,0.6864197530864198,0.2518518518518518,0.5407407407407407,0.30987654320987656,0.5358024691358024,0.7234567901234568,0.26296296296296295,0.11851851851851852,0.33827160493827163,0.7925925925925926,10280,0.37777777777777777,7.6208504801097385,0.4024691358024691,AAA
664702,Myles Straw,1911,488,433,342,104,77,18,6,3,95,19.5,50,10.2,118,801,0.24,0.261,0.318,0.338,0.33,0.332,0.29,0.301,0.298,14.7,87.2,8.0,32.7,2,0.6,0.4,4.4,"{'UPId': '17620', 'PlayerId': 17620, 'MLBAMId': 664702, 'MinorMasterId': 'sa875569', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'myles straw', 'FirstName': 'Myles', 'LastName': 'Straw', 'firstLastName': 'Myles Straw', 'NameKorean': None, 'Height': 68, 'Weight': 178, 'BirthDate': '1994-10-17T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'OF', 'BirthCity': '', 'College': 'St. Johns River JC. FL', 'Debut': '2018-09-15T00:00:00', 'LastGame': '2024-09-24T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2020, 'CurrentLeague': None, 'HOF': 'P', 'UPURL': '/players/myles-straw/17620/stats?position=OF', 'HeightDisplay': '5\'8""', 'Age': 30, 'AgeToday': 30, 'AgeYears': 30, 'AgeMonths': 2, 'AgeDays': 7, 'AgeDisplayOld': '30 years, 2 months, 7 days', 'BirthDateDisplay': '10/17/1994', 'DeathDateDisplay': None, 'servicetime': '3.112', 'urlHeadshot': 'https://images.fangraphs.com/nobg_small_20434446.png', 'minSeason': 2018, 'maxSeason': 2024, 'AgeDisplay': '30 years, 2 months, 7 days'}","{'mlbamid': 664702, 'playerid': 17620, 'minormasterid': 'sa875569', 'masterid': '17620', 'teamid': 5, 'minorfranchid': 20, 'transdate': '2024-11-04T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-24T00:00:00', 'lseason': 2024, 'lteamid': 5, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '17620', 'MLB_FullName': 'Cleveland Guardians', 'MLB_ShortName': 'Guardians', 'MLB_AbbName': 'CLE', 'MiLB_FullName': None, 'llevel1': 'MLB'}",17620.0,664702,sa875569,30,"30 years, 2 months, 7 days",R,R,OF,/players/myles-straw/17620/stats?position=OF,Cleveland Guardians,Guardians,CLE,7.92886,0.34104,4.53497,40,0.00929297131147541,0.6962962962962963,0.39753086419753086,0.8604938271604938,0.3135802469135803,0.4012345679012346,0.9703703703703703,0.3925925925925926,0.13950617283950617,0.3308641975308642,0.013580246913580247,0.662962962962963,0.9827160493827161,0.9506172839506173,0.037037037037037035,11017,0.1728395061728395,3.5952751105014475,0.19506172839506172,AAA
660636,Diego A. Castillo,1891,470,398,333,104,70,23,2,9,70,14.9,63,13.4,134,693,0.261,0.236,0.364,0.345,0.397,0.336,0.337,0.309,0.293,19.3,87.6,10.0,30.6,11,3.3,2.3,5.8,"{'UPId': '19906', 'PlayerId': 19906, 'MLBAMId': 660636, 'MinorMasterId': 'sa872839', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Diego A. Castillo', 'FirstName': 'Diego', 'LastName': 'Castillo', 'firstLastName': 'Diego A. Castillo', 'NameKorean': None, 'Height': 71, 'Weight': 185, 'BirthDate': '1997-10-28T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': '2B/SS', 'BirthCity': '', 'College': '', 'Debut': '2022-04-07T00:00:00', 'LastGame': '2024-07-23T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2022, 'CurrentLeague': None, 'HOF': 'P', 'UPURL': '/players/diego-castillo/19906/stats?position=2B/SS', 'HeightDisplay': '5\'11""', 'Age': 27, 'AgeToday': 27, 'AgeYears': 27, 'AgeMonths': 1, 'AgeDays': 26, 'AgeDisplayOld': '27 years, 1 months, 26 days', 'BirthDateDisplay': '10/28/1997', 'DeathDateDisplay': None, 'servicetime': '0.139', 'urlHeadshot': None, 'minSeason': 2022, 'maxSeason': 2024, 'AgeDisplay': '27 years, 1 month, 26 days'}","{'mlbamid': 660636, 'playerid': 19906, 'minormasterid': 'sa872839', 'masterid': '19906', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-10-01T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-09-20T00:00:00', 'lseason': 2024, 'lteamid': 8, 'lminorfranchid': 16, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '19906', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'AAA'}",19906.0,660636,sa872839,27,"27 years, 1 months, 26 days",R,R,2B/SS,/players/diego-castillo/19906/stats?position=2B/SS,Free Agent,,,5.13409,0.459877,-0.291608,40+,-0.0006204425531914893,0.9160493827160494,0.7777777777777778,0.562962962962963,0.3345679012345679,0.5049382716049383,0.8777777777777778,0.4617283950617284,0.23950617283950618,0.2382716049382716,0.21358024691358024,0.3148148148148148,0.5037037037037037,0.5333333333333333,0.5654320987654321,9911,0.508641975308642,10.391995122694713,0.5407407407407407,AAA
700242,Trey Sweeney,1887,483,430,303,115,69,28,3,15,130,26.9,46,9.5,244,870,0.267,0.239,0.342,0.318,0.451,0.376,0.344,0.308,0.347,28.0,90.9,10.0,45.2,25,8.3,5.2,4.8,"{'UPId': '29575', 'PlayerId': 29575, 'MLBAMId': 700242, 'MinorMasterId': 'sa3016973', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Trey Sweeney', 'FirstName': 'Trey', 'LastName': 'Sweeney', 'firstLastName': 'Trey Sweeney', 'NameKorean': None, 'Height': 75, 'Weight': 212, 'BirthDate': '2000-04-24T00:00:00', 'Bats': 'L', 'Throws': 'R', 'Position': 'SS', 'BirthCity': '', 'College': '', 'Debut': '2024-08-16T00:00:00', 'LastGame': '2024-09-29T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': 'P', 'UPURL': '/players/trey-sweeney/29575/stats?position=SS', 'HeightDisplay': '6\'3""', 'Age': 25, 'AgeToday': 24, 'AgeYears': 24, 'AgeMonths': 8, 'AgeDays': 0, 'AgeDisplayOld': '24 years, 8 months, 0 days', 'BirthDateDisplay': '4/24/2000', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '24 years, 8 months'}","{'mlbamid': 700242, 'playerid': 29575, 'minormasterid': 'sa3016973', 'masterid': '29575', 'teamid': 6, 'minorfranchid': 320, 'transdate': '2024-08-16T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-29T00:00:00', 'lseason': 2024, 'lteamid': 6, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '29575', 'MLB_FullName': 'Detroit Tigers', 'MLB_ShortName': 'Tigers', 'MLB_AbbName': 'DET', 'MiLB_FullName': None, 'llevel1': 'MLB'}",29575.0,700242,sa3016973,24,"24 years, 8 months, 0 days",L,R,SS,/players/trey-sweeney/29575/stats?position=SS,Detroit Tigers,Tigers,DET,5.709,0.354839,0.22938,45,0.00047490683229813664,0.2506172839506173,0.32098765432098764,0.5962962962962963,0.5901234567901235,0.49135802469135803,0.4074074074074074,0.9469135802469136,0.23950617283950618,0.9259259259259259,0.7234567901234568,0.5765432098765432,0.6617283950617284,0.6592592592592592,0.05802469135802469,9000,0.8518518518518519,23.215592135345222,0.9209876543209876,AAA
663609,Luken Baker,1877,449,376,273,87,37,18,0,32,110,24.5,64,14.3,207,756,0.231,0.225,0.341,0.338,0.535,0.439,0.37,0.34,0.228,27.4,91.1,18.0,42.1,38,13.9,8.5,4.4,"{'UPId': '21497', 'PlayerId': 21497, 'MLBAMId': 663609, 'MinorMasterId': 'sa3008267', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Luken Baker', 'FirstName': 'Luken', 'LastName': 'Baker', 'firstLastName': 'Luken Baker', 'NameKorean': None, 'Height': 76, 'Weight': 285, 'BirthDate': '1997-03-10T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': '1B/DH', 'BirthCity': '', 'College': 'Texas Christian', 'Debut': '2023-06-04T00:00:00', 'LastGame': '2024-09-29T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': 'P', 'UPURL': '/players/luken-baker/21497/stats?position=1B/DH', 'HeightDisplay': '6\'4""', 'Age': 28, 'AgeToday': 27, 'AgeYears': 27, 'AgeMonths': 9, 'AgeDays': 14, 'AgeDisplayOld': '27 years, 9 months, 14 days', 'BirthDateDisplay': '3/10/1997', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2023, 'maxSeason': 2024, 'AgeDisplay': '27 years, 9 months, 14 days'}","{'mlbamid': 663609, 'playerid': 21497, 'minormasterid': 'sa3008267', 'masterid': '21497', 'teamid': 28, 'minorfranchid': 331, 'transdate': '2024-09-27T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-29T00:00:00', 'lseason': 2024, 'lteamid': 28, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '21497', 'MLB_FullName': 'St. Louis Cardinals', 'MLB_ShortName': 'Cardinals', 'MLB_AbbName': 'STL', 'MiLB_FullName': None, 'llevel1': 'MLB'}",21497.0,663609,sa3008267,27,"27 years, 9 months, 14 days",R,R,1B/DH,/players/luken-baker/21497/stats?position=1B/DH,St. Louis Cardinals,Cardinals,STL,0.644906,0.459854,-0.801888,40+,-0.0017859420935412028,0.3962962962962963,0.845679012345679,0.37530864197530867,0.8765432098765432,0.8123456790123457,0.4506172839506173,0.9555555555555556,0.8382716049382716,0.7901234567901234,0.9629629629629629,0.662962962962963,0.3160493827160494,0.022222222222222223,0.5617283950617284,10139,0.41975308641975306,12.027739673830208,0.6049382716049383,AAA
683770,Will Robertson,1858,462,403,262,91,48,23,1,19,145,31.4,48,10.4,330,919,0.226,0.229,0.316,0.322,0.429,0.389,0.324,0.316,0.296,35.9,90.5,11.0,46.6,21,8.0,4.5,5.9,"{'UPId': 'sa3009879', 'PlayerId': None, 'MLBAMId': 683770, 'MinorMasterId': 'sa3009879', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'will j. robertson', 'FirstName': 'Jonathan', 'LastName': 'Robertson', 'firstLastName': 'Will Robertson', 'NameKorean': None, 'Height': 73, 'Weight': 215, 'BirthDate': '1997-12-26T00:00:00', 'Bats': 'L', 'Throws': 'L', 'Position': 'OF', 'BirthCity': 'Loose Creek', 'College': 'Creighton', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/jonathan-robertson/sa3009879/stats?position=OF', 'HeightDisplay': '6\'1""', 'Age': 27, 'AgeToday': 26, 'AgeYears': 26, 'AgeMonths': 11, 'AgeDays': 28, 'AgeDisplayOld': '26 years, 11 months, 28 days', 'BirthDateDisplay': '12/26/1997', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '26 years, 11 months, 28 days'}","{'mlbamid': 683770, 'playerid': None, 'minormasterid': 'sa3009879', 'masterid': 'sa3009879', 'teamid': 14, 'minorfranchid': 5, 'transdate': '2024-08-11T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 14, 'lminorfranchid': 5, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3009879', 'MLB_FullName': 'Toronto Blue Jays', 'MLB_ShortName': 'Blue Jays', 'MLB_AbbName': 'TOR', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,683770,sa3009879,26,"26 years, 11 months, 28 days",L,L,OF,/players/jonathan-robertson/sa3009879/stats?position=OF,Toronto Blue Jays,Blue Jays,TOR,3.79145,0.484733,-1.13495,35,-0.0024566017316017316,0.07160493827160494,0.42098765432098767,0.45555555555555555,0.6666666666666666,0.5938271604938271,0.06296296296296296,0.9222222222222223,0.30987654320987656,0.9506172839506173,0.6975308641975309,0.2839506172839506,0.2345679012345679,0.3012345679012346,0.7580246913580246,9848,0.5320987654320988,12.871534827008077,0.6518518518518519,AAA
681198,T.J. Rumfield,1857,473,421,346,123,82,26,0,15,78,16.5,42,8.9,166,877,0.292,0.266,0.364,0.342,0.461,0.427,0.359,0.338,0.326,18.9,87.7,11.0,37.6,21,6.1,4.4,4.3,"{'UPId': 'sa3017330', 'PlayerId': None, 'MLBAMId': 681198, 'MinorMasterId': 'sa3017330', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'T.J. Rumfield', 'FirstName': 'Toby', 'LastName': 'Rumfield', 'firstLastName': 'T.J. Rumfield', 'NameKorean': None, 'Height': 77, 'Weight': 225, 'BirthDate': '2000-05-17T00:00:00', 'Bats': 'L', 'Throws': 'R', 'Position': '1B', 'BirthCity': 'Richmond', 'College': 'Virginia Tech', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/toby-rumfield/sa3017330/stats?position=1B', 'HeightDisplay': '6\'5""', 'Age': 25, 'AgeToday': 24, 'AgeYears': 24, 'AgeMonths': 7, 'AgeDays': 7, 'AgeDisplayOld': '24 years, 7 months, 7 days', 'BirthDateDisplay': '5/17/2000', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '24 years, 7 months, 7 days'}","{'mlbamid': 681198, 'playerid': None, 'minormasterid': 'sa3017330', 'masterid': 'sa3017330', 'teamid': 9, 'minorfranchid': 4, 'transdate': '2024-04-16T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 9, 'lminorfranchid': 4, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3017330', 'MLB_FullName': 'New York Yankees', 'MLB_ShortName': 'Yankees', 'MLB_AbbName': 'NYY', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,681198,sa3017330,24,"24 years, 7 months, 7 days",L,R,1B,/players/toby-rumfield/sa3017330/stats?position=1B,New York Yankees,Yankees,NYY,2.84544,0.416667,-1.82122,35+,-0.0038503594080338266,0.8592592592592593,0.2679012345679012,0.9049382716049382,0.837037037037037,0.7962962962962963,0.8864197530864197,0.48518518518518516,0.30987654320987656,0.5839506172839506,0.5185185185185185,0.6901234567901234,0.11358024691358025,0.17530864197530865,0.2876543209876543,8977,0.8567901234567902,17.583237311385464,0.8098765432098766,AAA
680672,Luke Waddell,1847,456,400,342,93,66,21,4,2,64,14.0,39,8.6,138,850,0.233,0.237,0.312,0.317,0.32,0.317,0.284,0.287,0.268,16.2,86.5,12.0,25.4,4,1.2,0.9,4.8,"{'UPId': 'sa3017075', 'PlayerId': None, 'MLBAMId': 680672, 'MinorMasterId': 'sa3017075', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Luke Waddell', 'FirstName': 'Luke', 'LastName': 'Waddell', 'firstLastName': 'Luke Waddell', 'NameKorean': None, 'Height': 67, 'Weight': 180, 'BirthDate': '1998-07-13T00:00:00', 'Bats': 'L', 'Throws': 'R', 'Position': '2B/SS', 'BirthCity': 'Loveland', 'College': 'Georgia Tech', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/luke-waddell/sa3017075/stats?position=2B/SS', 'HeightDisplay': '5\'7""', 'Age': 26, 'AgeToday': 26, 'AgeYears': 26, 'AgeMonths': 5, 'AgeDays': 11, 'AgeDisplayOld': '26 years, 5 months, 11 days', 'BirthDateDisplay': '7/13/1998', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '26 years, 5 months, 11 days'}","{'mlbamid': 680672, 'playerid': None, 'minormasterid': 'sa3017075', 'masterid': 'sa3017075', 'teamid': 16, 'minorfranchid': 29, 'transdate': '2024-09-11T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 16, 'lminorfranchid': 29, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3017075', 'MLB_FullName': 'Atlanta Braves', 'MLB_ShortName': 'Braves', 'MLB_AbbName': 'ATL', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,680672,sa3017075,26,"26 years, 5 months, 11 days",L,R,2B/SS,/players/luke-waddell/sa3017075/stats?position=2B/SS,Atlanta Braves,Braves,ATL,6.27268,0.414286,0.0713022,35+,0.00015636447368421052,0.9493827160493827,0.24074074074074073,0.571604938271605,0.21358024691358024,0.2271604938271605,0.9530864197530864,0.2814814814814815,0.3950617283950617,0.08271604938271605,0.044444444444444446,0.5765432098765432,0.6296296296296297,0.7506172839506173,0.2740740740740741,9651,0.6197530864197531,9.022380734644111,0.45925925925925926,AAA
664670,Alejo Lopez,1843,463,402,340,120,93,21,2,4,64,13.8,47,10.2,181,972,0.299,0.246,0.387,0.342,0.391,0.312,0.347,0.299,0.345,18.6,81.5,11.0,14.4,4,1.2,0.9,5.1,"{'UPId': '21127', 'PlayerId': 21127, 'MLBAMId': 664670, 'MinorMasterId': 'sa875851', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'alejo lopez', 'FirstName': 'Alejo', 'LastName': 'Lopez', 'firstLastName': 'Alejo Lopez', 'NameKorean': None, 'Height': 70, 'Weight': 170, 'BirthDate': '1996-05-05T00:00:00', 'Bats': 'B', 'Throws': 'R', 'Position': '2B', 'BirthCity': '', 'College': '', 'Debut': '2021-06-28T00:00:00', 'LastGame': '2023-09-09T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2022, 'CurrentLeague': None, 'HOF': 'P', 'UPURL': '/players/alejo-lopez/21127/stats?position=2B', 'HeightDisplay': '5\'10""', 'Age': 29, 'AgeToday': 28, 'AgeYears': 28, 'AgeMonths': 7, 'AgeDays': 19, 'AgeDisplayOld': '28 years, 7 months, 19 days', 'BirthDateDisplay': '5/5/1996', 'DeathDateDisplay': None, 'servicetime': '0.140', 'urlHeadshot': None, 'minSeason': 2021, 'maxSeason': 2023, 'AgeDisplay': '28 years, 7 months, 19 days'}","{'mlbamid': 664670, 'playerid': 21127, 'minormasterid': 'sa875851', 'masterid': '21127', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-09-23T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-09-10T00:00:00', 'lseason': 2024, 'lteamid': 16, 'lminorfranchid': 29, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '21127', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'AAA'}",21127.0,664670,sa875851,28,"28 years, 7 months, 19 days",B,R,2B,/players/alejo-lopez/21127/stats?position=2B,Free Agent,,,5.60639,0.418338,-0.310943,35+,-0.0006715831533477322,0.9530864197530864,0.39753086419753086,0.7123456790123457,0.17407407407407408,0.3765432098765432,0.8938271604938272,0.0049382716049382715,0.30987654320987656,0.0024691358024691358,0.044444444444444446,0.4901234567901235,0.49382716049382713,0.6296296296296297,0.2962962962962963,10449,0.30617283950617286,4.0248498704465785,0.2271604938271605,AAA
519303,Elliot Soto,1842,450,387,279,84,62,15,3,4,112,24.9,57,12.7,224,821,0.217,0.222,0.318,0.323,0.302,0.294,0.283,0.284,0.291,27.3,82.9,11.0,24.0,6,2.2,1.3,5.3,"{'UPId': '11155', 'PlayerId': 11155, 'MLBAMId': 519303, 'MinorMasterId': 'sa390666', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Elliot Soto', 'FirstName': 'Elliot', 'LastName': 'Soto', 'firstLastName': 'Elliot Soto', 'NameKorean': None, 'Height': 69, 'Weight': 160, 'BirthDate': '1989-08-21T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': '2B/SS', 'BirthCity': '', 'College': '', 'Debut': '2020-09-25T00:00:00', 'LastGame': '2020-09-27T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2020, 'CurrentLeague': None, 'HOF': 'P', 'UPURL': '/players/elliot-soto/11155/stats?position=2B/SS', 'HeightDisplay': '5\'9""', 'Age': 35, 'AgeToday': 35, 'AgeYears': 35, 'AgeMonths': 4, 'AgeDays': 3, 'AgeDisplayOld': '35 years, 4 months, 3 days', 'BirthDateDisplay': '8/21/1989', 'DeathDateDisplay': None, 'servicetime': '0.017', 'urlHeadshot': None, 'minSeason': 2020, 'maxSeason': 2020, 'AgeDisplay': '35 years, 4 months, 3 days'}","{'mlbamid': 519303, 'playerid': 11155, 'minormasterid': 'sa390666', 'masterid': '11155', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-11-04T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 1, 'lminorfranchid': 8, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '11155', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'AAA'}",11155.0,519303,sa390666,35,"35 years, 4 months, 3 days",R,R,2B/SS,/players/elliot-soto/11155/stats?position=2B/SS,Free Agent,,,6.96679,0.361486,0.946794,0,0.0021039866666666667,0.3654320987654321,0.7024691358024692,0.3271604938271605,0.08888888888888889,0.20123456790123456,0.4567901234567901,0.013580246913580247,0.30987654320987656,0.06666666666666667,0.08641975308641975,0.44074074074074077,0.7679012345679013,0.8641975308641975,0.07901234567901234,12898,0.014814814814814815,0.21492455418381343,0.014814814814814815,AAA
